Cumulative Instructions,IPC_19,IPC_03,Speed_up
3.91E+11,1.9906,2.7064,1.359590073
3.92E+11,1.9928,2.7227,1.366268567
3.93E+11,2.014,2.1488,1.06693148
3.93E+11,2.113,2.1488,1.016942735
3.94E+11,2.1749,2.1359,0.982068141
3.95E+11,1.5345,2.1584,1.406581949
3.95E+11,0.9741,2.1584,2.215788933
3.95E+11,0.9784,2.1584,2.206050695
3.96E+11,0.9775,2.5771,2.636419437
3.96E+11,0.9844,2.5771,2.617939862
3.96E+11,1.0097,2.5771,2.55234228
3.97E+11,1.2423,2.7685,2.228527731
3.97E+11,2.0124,2.7685,1.375720533
3.98E+11,2.4805,2.685,1.082443056
3.99E+11,2.5387,2.2989,0.905542207
4E+11,2.4885,2.7704,1.113281093
4.01E+11,2.5089,3.2419,1.292159911
4.02E+11,2.4882,3.1736,1.275460172
4.03E+11,2.5534,3.2586,1.276180779
4.03E+11,2.5331,3.2586,1.286407959
4.04E+11,2.5557,3.3436,1.30829127
4.05E+11,2.5455,3.1643,1.243095659
4.06E+11,2.2899,3.241,1.415345648
4.07E+11,2.3002,3.3178,1.442396313
4.07E+11,1.2459,3.3178,2.662974557
4.08E+11,0.9917,2.729,2.751840274
4.08E+11,1.007,2.729,2.710029791
4.08E+11,1.0366,2.729,2.632645186
4.09E+11,1.9723,2.7584,1.398570197
4.1E+11,1.5623,2.7141,1.737246368
4.1E+11,0.967,2.7141,2.80672182
4.1E+11,0.9637,2.7141,2.816332884
4.11E+11,0.9651,2.6698,2.766345456
4.11E+11,0.9772,2.6698,2.732091691
4.11E+11,0.9731,2.6698,2.743602919
4.12E+11,0.9834,2.6846,2.729916616
4.12E+11,0.9808,2.6846,2.737153344
4.13E+11,1.8661,2.7094,1.451905043
4.13E+11,2.0284,2.7094,1.335732597
4.14E+11,1.9744,2.4111,1.221181118
4.15E+11,2.0132,2.1476,1.066759388
4.15E+11,2.1779,2.1476,0.986087515
4.16E+11,2.1164,2.1255,1.004299754
4.17E+11,1.1265,2.3762,2.109365291
4.17E+11,0.9787,2.3762,2.427914581
4.17E+11,0.9769,2.3762,2.432388167
4.18E+11,0.978,2.5608,2.618404908
4.18E+11,0.9868,2.5608,2.595054722
4.18E+11,1.031,2.5608,2.483802134
4.19E+11,1.6155,2.7454,1.699411947
4.2E+11,2.1607,2.7196,1.258666173
4.2E+11,2.4589,2.7196,1.106023018
4.21E+11,2.5723,2.3306,0.906037398
4.22E+11,2.5222,2.8929,1.146974863
4.23E+11,2.5527,3.0975,1.213421084
4.24E+11,2.5438,3.302,1.298058023
4.25E+11,2.4839,3.2073,1.291235557
4.26E+11,2.5205,3.2016,1.270224162
4.27E+11,2.4977,3.1958,1.279497137
4.27E+11,2.5411,3.1958,1.257644327
4.28E+11,2.2598,3.2624,1.443667581
4.29E+11,1.9047,3.0923,1.623510264
4.29E+11,0.9946,3.0923,3.109089081
4.3E+11,0.986,2.9021,2.943306288
4.3E+11,1.0554,2.9021,2.749763123
4.3E+11,1.389,2.9021,2.089344852
4.31E+11,2.175,2.712,1.246896552
4.32E+11,0.968,2.7205,2.810433884
4.32E+11,0.9646,2.7205,2.820340037
4.32E+11,0.9695,2.7205,2.806085611
4.33E+11,0.9695,2.6188,2.701186178
4.33E+11,0.9698,2.6188,2.700350588
4.33E+11,0.9813,2.6188,2.668704779
4.34E+11,0.9897,2.7089,2.737092048
4.34E+11,1.342,2.7089,2.018554396
4.35E+11,1.9885,2.7024,1.359014332
4.35E+11,1.9991,2.7024,1.351808314
4.36E+11,2.0174,2.6958,1.336274413
4.37E+11,2.0574,2.1057,1.023476232
4.38E+11,2.1963,2.1445,0.97641488
4.38E+11,1.693,2.1445,1.266686356
4.39E+11,0.9745,2.1698,2.226577732
4.39E+11,0.9774,2.1698,2.219971353
4.39E+11,0.9783,2.1698,2.217929061
4.4E+11,0.9835,2.6387,2.682968988
4.4E+11,1.0049,2.6387,2.625833416
4.4E+11,1.1194,2.6387,2.357244953
4.41E+11,2.0064,2.7455,1.368371212
4.42E+11,2.4275,2.6173,1.078187436
4.43E+11,2.552,2.3882,0.935815047
4.44E+11,2.4534,2.8144,1.147142741
4.44E+11,2.5628,2.8144,1.098173872
4.45E+11,2.4586,3.2406,1.318067193
4.46E+11,2.5743,3.2451,1.26057569
4.47E+11,2.5297,3.2498,1.28465826
4.48E+11,2.5562,3.2546,1.273218058
4.49E+11,2.5398,3.17,1.248129774
4.49E+11,2.3624,3.17,1.34185574
4.5E+11,1.7518,3.2614,1.861742208
4.5E+11,2.4149,3.2614,1.350532113
4.51E+11,1.3354,3.3529,2.510783286
4.51E+11,1.2162,3.3529,2.756865647
4.52E+11,1.2464,3.1081,2.493661746
4.52E+11,1.2278,3.1081,2.531438345
4.52E+11,1.1703,3.1081,2.655814748
4.53E+11,1.1054,3.7246,3.369459019
4.53E+11,1.0712,3.7246,3.477035101
4.54E+11,2.5078,3.6514,1.456017226
4.55E+11,1.5172,3.5781,2.358357501
4.55E+11,1.1834,3.5781,3.023576137
4.55E+11,1.2563,3.5781,2.848125448
4.56E+11,1.2095,3.7908,3.134187681
4.56E+11,1.1602,3.7908,3.267367695
4.57E+11,1.1048,4.0036,3.623823316
4.57E+11,1.4609,4.0036,2.74050243
4.58E+11,2.258,3.6384,1.611337467
4.58E+11,1.258,3.6384,2.892209857
4.59E+11,1.263,3.7436,2.96405384
4.59E+11,1.2835,3.7436,2.916712115
4.6E+11,1.1977,3.8489,3.213576021
4.6E+11,1.1335,3.8489,3.395588884
4.6E+11,1.0846,3.8489,3.548681542
4.61E+11,1.9715,3.7646,1.909510525
4.62E+11,1.7699,3.6803,2.079383016
4.62E+11,1.4171,3.6803,2.597064427
4.63E+11,1.1856,3.8611,3.256663293
4.63E+11,1.2143,3.8611,3.179692004
4.63E+11,1.1974,3.8611,3.224569901
4.64E+11,1.114,3.7621,3.377109515
4.64E+11,1.0656,3.7621,3.530499249
4.65E+11,2.2938,3.6631,1.596957015
4.66E+11,1.6122,3.7537,2.328309143
4.66E+11,1.252,3.7537,2.998162939
4.66E+11,1.2359,3.7537,3.03721984
4.67E+11,1.2267,3.8443,3.133855058
4.67E+11,1.1603,3.8443,3.313194863
4.68E+11,1.1057,3.7478,3.389526996
4.68E+11,1.3203,3.7478,2.838597288
4.68E+11,3.1851,3.7478,1.176666353
4.69E+11,1.6873,3.6514,2.164049072
4.69E+11,1.2637,3.6514,2.88945161
4.7E+11,1.976,3.6322,1.838157895
4.7E+11,1.4798,3.6322,2.454520881
4.71E+11,1.9306,2.8701,1.486636279
4.71E+11,1.4019,2.8701,2.04729296
4.72E+11,2.0704,3.046,1.471213292
4.73E+11,1.272,3.222,2.533018868
4.73E+11,2.0664,3.222,1.559233449
4.74E+11,1.4658,3.2141,2.192727521
4.74E+11,1.8783,3.2141,1.711174999
4.75E+11,1.5546,3.1459,2.023607359
4.76E+11,1.7843,3.2038,1.795550076
4.76E+11,1.6356,3.2038,1.958791881
4.77E+11,1.7053,3.2616,1.912625345
4.77E+11,1.7247,3.2616,1.891111498
4.78E+11,1.6067,3.2424,2.018049418
4.79E+11,1.7976,3.1966,1.778259902
4.79E+11,1.5398,3.1966,2.075983894
4.8E+11,1.8901,3.1509,1.667054653
4.8E+11,1.4429,3.1509,2.183727216
4.81E+11,2.0721,3.2653,1.575840934
4.81E+11,1.2609,3.2653,2.589658181
4.82E+11,2.0602,3.2502,1.577613824
4.83E+11,1.4464,3.2351,2.236656527
4.83E+11,1.8864,3.2351,1.714959712
4.84E+11,1.5537,3.1423,2.022462509
4.84E+11,1.7758,3.1423,1.769512332
4.85E+11,1.6353,3.2007,1.957255549
4.86E+11,1.6962,3.2592,1.921471525
4.86E+11,1.732,3.2592,1.881755196
4.87E+11,1.6012,3.2282,2.016112915
4.87E+11,1.8188,3.2282,1.774906532
4.88E+11,1.5156,3.1909,2.10537081
4.89E+11,1.9179,3.1535,1.644246311
4.89E+11,1.4152,3.1535,2.228306953
4.9E+11,2.0581,3.2634,1.585637238
4.9E+11,1.2739,3.2634,2.56173954
4.91E+11,2.0594,3.2458,1.576090123
4.91E+11,1.4864,3.2458,2.183665231
4.92E+11,1.8488,3.2283,1.746159671
4.93E+11,1.5794,3.1461,1.991958972
4.93E+11,1.7494,3.1461,1.798388019
4.94E+11,1.6642,3.201,1.923446701
4.94E+11,1.6681,3.201,1.918949703
4.95E+11,1.7501,3.256,1.860465116
4.96E+11,1.5831,3.2516,2.053944792
4.96E+11,1.841,3.2516,1.766214014
4.97E+11,1.4925,3.1387,2.102981575
4.97E+11,1.965,3.1387,1.597302799
4.98E+11,1.3619,3.2003,2.349878846
4.99E+11,2.056,3.2619,1.586527237
4.99E+11,1.2748,3.2619,2.558754314
5E+11,2.0602,3.2381,1.571740608
5E+11,1.5073,3.2381,2.148278379
5.01E+11,1.8256,3.1936,1.749342682
5.02E+11,1.5962,3.1492,1.972935722
5.02E+11,1.7284,3.1492,1.822031937
5.03E+11,1.6787,3.2557,1.939417406
5.03E+11,1.6558,3.2557,1.966239884
5.04E+11,1.7609,3.2372,1.838378102
5.04E+11,1.5732,3.2372,2.057716756
5.05E+11,1.8516,3.2188,1.738388421
5.06E+11,1.4764,3.1473,2.131739366
5.06E+11,1.9787,3.1473,1.590589781
5.07E+11,1.3508,3.2076,2.374592834
5.07E+11,2.0573,3.2076,1.5591309
5.08E+11,1.3032,3.2679,2.507596685
5.09E+11,2.0249,3.2383,1.599239469
5.09E+11,1.5164,3.2383,2.135518333
5.1E+11,1.8165,3.1926,1.757555739
5.1E+11,1.6034,3.1926,1.991143819
5.11E+11,1.7259,3.147,1.823396489
5.12E+11,1.6815,3.2585,1.937853107
5.12E+11,1.6484,3.2585,1.976765348
5.13E+11,1.7782,3.2465,1.825722641
5.13E+11,1.552,3.2465,2.09181701
5.14E+11,1.8604,3.2345,1.738604601
5.14E+11,1.4713,3.2345,2.198395976
5.15E+11,1.9875,3.1449,1.582339623
5.16E+11,1.3431,3.1948,2.378676197
5.16E+11,2.0544,3.1948,1.555101246
5.17E+11,1.3258,3.2446,2.447277116
5.17E+11,1.9967,3.2446,1.624981219
5.18E+11,1.5202,3.2171,2.116234706
5.19E+11,1.8143,3.178,1.751639751
5.19E+11,1.6072,3.178,1.977351916
5.2E+11,1.7145,3.1389,1.83079615
5.2E+11,1.6828,3.1389,1.86528405
5.21E+11,1.6477,3.2529,1.97420647
5.22E+11,1.7804,3.2233,1.810435857
5.22E+11,1.554,3.2233,2.074195624
5.23E+11,1.8683,3.1854,1.704972435
5.23E+11,1.4632,3.1854,2.177009295
5.24E+11,2.014,3.1474,1.562760675
5.24E+11,2.3321,3.1474,1.349599074
5.24E+11,1.6795,3.1474,1.874010122
5.25E+11,1.7039,3.2525,1.908856154
5.25E+11,1.8143,3.2525,1.79270242
5.26E+11,2.5031,3.462,1.383084975
5.26E+11,2.2856,3.462,1.514700735
5.27E+11,2.8753,2.7757,0.965360136
5.28E+11,2.1256,3.3552,1.578471961
5.28E+11,0.9318,3.3552,3.600772698
5.29E+11,1.8734,3.7129,1.981904559
5.3E+11,2.4945,1.8649,0.74760473
5.31E+11,1.6272,1.6689,1.025626844
5.31E+11,0.6127,1.6689,2.723845275
5.31E+11,0.7957,1.6689,2.097398517
5.32E+11,2.14,2.4796,1.158691589
5.33E+11,2.8842,1.5086,0.523056653
5.34E+11,2.4709,3.3919,1.372738678
5.34E+11,1.0204,3.3919,3.324088593
5.34E+11,1.4369,3.3919,2.360567889
5.35E+11,2.5694,2.9315,1.140927843
5.36E+11,1.8756,0.9576,0.510556622
5.36E+11,0.6135,0.9576,1.560880196
5.36E+11,0.803,0.9576,1.19252802
5.37E+11,2.1381,2.7212,1.272718769
5.38E+11,2.8843,1.7766,0.615955344
5.39E+11,2.4559,2.7461,1.11816442
5.39E+11,1.0179,2.7461,2.697809215
5.4E+11,1.4521,3.1444,2.165415605
5.41E+11,2.5625,3.5427,1.382517073
5.41E+11,1.8652,3.5427,1.89936736
5.42E+11,0.6146,2.3051,3.750569476
5.42E+11,0.8164,2.3051,2.823493386
5.43E+11,2.1355,2.1001,0.983423086
5.44E+11,2.8931,2.2923,0.792333483
5.45E+11,2.4427,2.9761,1.218364924
5.45E+11,1.0153,2.9761,2.931251847
5.45E+11,1.4667,2.9761,2.029112975
5.46E+11,2.5666,3.6599,1.425972103
5.47E+11,1.8428,1.4875,0.807195572
5.47E+11,0.6146,1.4875,2.420273349
5.48E+11,0.8447,1.9678,2.329584468
5.48E+11,2.1397,1.9678,0.919661635
5.49E+11,2.8987,2.335,0.805533515
5.5E+11,2.4166,1.8789,0.77749731
5.5E+11,1.0106,1.8789,1.859192559
5.51E+11,1.5033,3.6918,2.455797246
5.52E+11,2.5488,1.9394,0.760907094
5.53E+11,1.8182,1.6529,0.909085909
5.53E+11,0.6146,1.6529,2.689391474
5.53E+11,0.6143,1.6529,2.690704867
5.53E+11,2.285,1.6529,0.723369803
5.54E+11,2.9627,2.4804,0.837209302
5.55E+11,2.6967,1.4494,0.537471725
5.56E+11,2.2166,3.7536,1.693404313
5.57E+11,2.0956,4.2504,2.028249666
5.57E+11,2.1119,4.2504,2.012595293
5.58E+11,2.0452,2.8049,1.371455114
5.59E+11,1.9593,2.7587,1.408002858
5.59E+11,1.9734,2.7587,1.397942637
5.6E+11,1.9812,2.4789,1.251211387
5.61E+11,1.9894,2.511,1.262189605
5.61E+11,1.9807,2.511,1.26773363
5.62E+11,1.9797,2.5431,1.284588574
5.63E+11,1.9832,2.5638,1.292759177
5.63E+11,1.7123,2.5638,1.497284354
5.64E+11,1.4338,2.5525,1.780234342
5.64E+11,1.6143,2.5525,1.581180698
5.65E+11,1.5983,2.7054,1.692673466
5.66E+11,1.68,1.5889,0.94577381
5.66E+11,1.6417,1.5889,0.967838216
5.67E+11,1.6632,2.0055,1.205808081
5.67E+11,1.7122,2.0055,1.171300082
5.68E+11,1.6099,2.0729,1.287595503
5.68E+11,1.6612,2.0729,1.247832892
5.69E+11,1.7442,2.084,1.194817108
5.7E+11,1.5723,2.0695,1.316224639
5.7E+11,1.6775,2.0695,1.233681073
5.71E+11,1.7204,2.0838,1.211229947
5.71E+11,1.5876,2.0838,1.312547241
5.72E+11,1.6905,2.0665,1.222419403
5.72E+11,1.636,2.0665,1.263141809
5.73E+11,1.6672,2.1222,1.272912668
5.74E+11,1.7099,2.1237,1.242002456
5.74E+11,1.6114,2.1237,1.317922304
5.75E+11,2.0861,2.0708,0.99266574
5.76E+11,2.1463,2.0566,0.958207147
5.76E+11,2.1156,2.0566,0.97211193
5.77E+11,2.1589,2.4418,1.131038955
5.78E+11,1.8957,2.8269,1.491216965
5.78E+11,1.971,2.8269,1.434246575
5.79E+11,1.9812,2.7557,1.390924692
5.8E+11,1.9736,2.4789,1.256029591
5.81E+11,1.9778,2.5477,1.288148448
5.81E+11,1.9833,2.5477,1.284576211
5.82E+11,1.9896,2.568,1.290711701
5.83E+11,2.2202,2.5508,1.148905504
5.83E+11,1.1147,2.5508,2.288328698
5.84E+11,1.5259,2.5994,1.703519235
5.84E+11,1.6303,2.5994,1.594430473
5.85E+11,1.7384,2.6481,1.523297285
5.85E+11,1.5644,2.6481,1.692725646
5.86E+11,1.6774,2.0215,1.205138905
5.87E+11,1.6899,2.0663,1.222735073
5.87E+11,1.614,2.0663,1.28023544
5.88E+11,1.6905,2.0799,1.230346051
5.88E+11,1.6311,2.0799,1.275151738
5.89E+11,1.6691,2.0788,1.245461626
5.89E+11,1.709,2.0788,1.21638385
5.9E+11,1.6072,2.079,1.293554007
5.91E+11,1.6718,2.0889,1.249491566
5.91E+11,1.7497,2.0889,1.193861805
5.92E+11,1.5729,2.0631,1.311653633
5.92E+11,1.6772,2.0631,1.230085857
5.93E+11,1.7195,2.136,1.242221576
5.93E+11,1.5885,2.136,1.344664778
5.94E+11,1.9173,2.1245,1.108068638
5.95E+11,2.1845,2.048,0.937514305
5.96E+11,2.106,2.0851,0.990075973
5.96E+11,2.1076,2.0851,0.98932435
5.97E+11,1.9936,2.8205,1.414777287
5.98E+11,1.9647,2.7576,1.403573065
5.98E+11,1.9903,2.7576,1.385519771
5.99E+11,1.9701,2.4485,1.242830313
6E+11,1.978,2.4973,1.262537917
6E+11,1.98,2.4973,1.261262626
6.01E+11,2.0004,2.546,1.272745451
6.02E+11,2.0071,2.5668,1.278860047
6.02E+11,1.4467,2.5668,1.774244833
6.03E+11,1.5679,2.558,1.6314816
6.03E+11,1.631,2.558,1.568362968
6.04E+11,1.6063,2.3885,1.486957604
6.05E+11,1.6557,1.7862,1.078818627
6.05E+11,1.7398,1.7862,1.026669732
6.06E+11,1.5674,2.0309,1.295712645
6.06E+11,1.6799,2.0309,1.208941008
6.07E+11,1.7046,2.0709,1.214889124
6.07E+11,1.6003,2.0709,1.294069862
6.08E+11,1.6939,2.0777,1.22657772
6.09E+11,1.6393,2.073,1.264564143
6.09E+11,1.6676,2.073,1.243103862
6.1E+11,1.7121,2.1151,1.235383447
6.1E+11,1.618,2.1151,1.30723115
6.11E+11,1.6669,2.126,1.275421441
6.12E+11,1.7389,2.0663,1.188279947
6.12E+11,1.5831,2.0663,1.305223928
6.13E+11,1.6771,2.0538,1.224613917
6.13E+11,1.6478,2.0538,1.246389125
6.14E+11,2.261,2.0566,0.909597523
6.15E+11,2.1134,2.222,1.051386392
6.16E+11,2.1116,2.508,1.187724948
6.16E+11,2.069,2.508,1.212179797
6.17E+11,1.9395,2.7939,1.440525909
6.18E+11,1.9729,2.8044,1.421460794
6.18E+11,1.9846,2.8044,1.413080722
6.19E+11,1.9873,2.3873,1.201278116
6.2E+11,1.9773,2.5548,1.292064937
6.2E+11,1.976,2.5548,1.29291498
6.21E+11,1.9955,2.557,1.281383112
6.22E+11,1.9499,2.5619,1.313862249
6.22E+11,1.2935,2.5619,1.980595284
6.23E+11,1.5492,2.2015,1.421056029
6.23E+11,1.6448,2.2015,1.338460603
6.24E+11,1.6968,1.9114,1.126473362
6.24E+11,1.6115,1.9114,1.186099907
6.25E+11,1.6597,2.0402,1.2292583
6.26E+11,1.7385,2.065,1.18780558
6.26E+11,1.5749,2.065,1.311194362
6.27E+11,1.6743,2.082,1.243504748
6.27E+11,1.7175,2.082,1.212227074
6.28E+11,1.5945,2.1176,1.328065224
6.28E+11,1.685,2.1176,1.256735905
6.29E+11,1.6406,2.129,1.297695965
6.3E+11,1.6702,2.0391,1.220871752
6.3E+11,1.7083,2.0391,1.193642803
6.31E+11,1.6187,2.0581,1.2714524
6.31E+11,1.6641,2.0581,1.236764618
6.32E+11,1.7346,2.0684,1.192436297
6.32E+11,1.5826,2.0684,1.306963225
6.33E+11,2.0105,2.0636,1.02641134
6.34E+11,2.1642,2.0778,0.960077627
6.35E+11,2.1021,2.3332,1.109937681
6.35E+11,2.111,2.3332,1.105258171
6.36E+11,1.9857,2.7763,1.398146749
6.37E+11,1.9741,2.7008,1.368117117
6.37E+11,1.9868,2.7008,1.359371854
6.38E+11,1.9845,2.5874,1.303804485
6.39E+11,1.9998,2.4741,1.237173717
6.4E+11,1.9768,2.5462,1.288041279
6.4E+11,1.9792,2.5462,1.286479386
6.41E+11,2.2896,2.5609,1.118492313
6.41E+11,1.1797,2.5609,2.170806137
6.42E+11,1.4815,2.5559,1.725210935
6.42E+11,1.6179,2.5559,1.579763891
6.43E+11,1.635,2.1093,1.290091743
6.44E+11,1.6549,1.9708,1.190887667
6.44E+11,1.6992,1.9708,1.159839925
6.45E+11,1.6069,2.0534,1.277864211
6.45E+11,1.6629,2.0534,1.234830717
6.46E+11,1.7329,2.0891,1.205551388
6.46E+11,1.5907,2.0891,1.313321179
6.47E+11,1.675,2.0938,1.250029851
6.48E+11,1.7405,2.1239,1.220281528
6.48E+11,1.5718,2.1239,1.35125334
6.49E+11,1.6886,2.0623,1.221307592
6.49E+11,1.6569,2.0623,1.244673788
6.5E+11,1.6528,2.0586,1.245522749
6.51E+11,1.7014,2.0644,1.213353709
6.51E+11,1.6241,2.0644,1.271103996
6.52E+11,1.6698,2.064,1.236076177
6.52E+11,1.6473,2.064,1.252959388
6.52E+11,1.6794,2.064,1.229010361
6.53E+11,1.6306,2.0703,1.269655342
6.53E+11,1.6442,2.0703,1.259153388
6.54E+11,1.6598,2.0895,1.258886613
6.54E+11,1.5792,2.0895,1.323138298
6.55E+11,1.7584,2.943,1.673680619
6.55E+11,1.8007,2.943,1.634364414
6.57E+11,3.6297,2.0299,0.559247321
6.58E+11,3.6896,3.1806,0.862044666
6.59E+11,3.6921,4.3314,1.17315349
6.6E+11,3.6929,4.4389,1.202009261
6.61E+11,2.5397,4.5464,1.790132693
6.62E+11,1.5446,4.446,2.878415124
6.62E+11,1.41,4.446,3.153191489
6.63E+11,1.4108,4.3456,3.080238163
6.63E+11,1.4053,4.3456,3.09229346
6.64E+11,1.4081,2.3353,1.658475961
6.64E+11,1.4092,2.3353,1.65718138
6.65E+11,1.4605,2.5723,1.761246149
6.65E+11,1.6465,2.5723,1.562283632
6.66E+11,1.658,2.5863,1.559891435
6.66E+11,1.6302,2.5863,1.586492455
6.67E+11,1.6257,2.886,1.775235283
6.68E+11,2.0097,2.617,1.302184406
6.69E+11,2.6129,2.3481,0.898656665
6.7E+11,3.6946,2.0709,0.56052076
6.71E+11,3.693,3.5871,0.971324127
6.72E+11,3.6962,4.0678,1.100535685
6.74E+11,3.2013,4.5458,1.419985631
6.74E+11,1.6431,4.5458,2.76659972
6.75E+11,1.4031,4.5433,3.23804433
6.75E+11,1.3989,4.5433,3.247766102
6.76E+11,1.3988,2.3346,1.669002002
6.76E+11,1.4028,2.3346,1.664242943
6.77E+11,1.4013,2.5699,1.833939913
6.77E+11,1.4017,2.5699,1.833416566
6.78E+11,1.638,2.5777,1.573687424
6.78E+11,1.6617,2.5777,1.551242703
6.79E+11,1.6664,2.5855,1.551548248
6.79E+11,1.5586,2.5855,1.658860516
6.8E+11,1.8726,2.8941,1.545498238
6.81E+11,1.8916,2.3202,1.226580672
6.82E+11,3.695,2.0744,0.561407307
6.83E+11,3.6896,2.8465,0.771492845
6.84E+11,3.6898,3.6187,0.980730663
6.86E+11,3.6913,4.5391,1.229675182
6.86E+11,2.0743,4.5391,2.188256279
6.87E+11,1.4107,4.5392,3.217693344
6.87E+11,1.4072,4.5392,3.225696418
6.88E+11,1.4046,4.5393,3.231738573
6.88E+11,1.4039,4.5393,3.233349954
6.89E+11,1.4026,2.3013,1.640738628
6.89E+11,1.4035,2.3013,1.639686498
6.9E+11,1.5418,2.5802,1.673498508
6.9E+11,1.6533,2.5802,1.560636303
6.91E+11,1.6775,2.5743,1.534605067
6.92E+11,1.594,2.9041,1.821894605
6.92E+11,1.7742,2.9041,1.636850411
6.93E+11,1.623,2.305,1.420209489
6.94E+11,3.6237,2.0894,0.576592985
6.95E+11,3.6893,2.8826,0.781340634
6.97E+11,3.6886,4.1102,1.114298108
6.98E+11,3.6958,4.5446,1.229666107
6.99E+11,2.5595,4.5421,1.774604415
6.99E+11,1.4915,4.5421,3.0453235
7E+11,1.401,4.5397,3.240328337
7E+11,1.4008,4.5397,3.240790977
7.01E+11,1.4024,2.2642,1.614517969
7.01E+11,1.4041,2.2642,1.612563208
7.02E+11,1.4028,2.5773,1.837254063
7.02E+11,1.4835,2.5773,1.737310415
7.03E+11,1.6471,2.5788,1.565660858
7.03E+11,1.6619,2.5788,1.551717913
7.04E+11,1.6212,2.5802,1.591537133
7.04E+11,1.6172,2.5802,1.595473658
7.05E+11,2.0099,2.914,1.449823374
7.06E+11,2.7886,2.2856,0.81962275
7.07E+11,3.6907,2.0967,0.568103612
7.09E+11,3.69,4.0398,1.094796748
7.1E+11,3.689,4.529,1.227703985
7.11E+11,2.9369,4.531,1.542783207
7.12E+11,1.7221,4.533,2.632251321
7.12E+11,1.4055,4.533,3.225186766
7.13E+11,1.406,4.535,3.225462304
7.13E+11,1.4017,4.535,3.235357066
7.13E+11,1.4023,4.535,3.233972759
7.14E+11,1.4062,2.361,1.678993031
7.14E+11,1.3993,2.361,1.687272208
7.14E+11,0.2538,2.361,9.302600473
7.15E+11,1.4336,2.5727,1.794573103
7.15E+11,1.6524,2.5727,1.55694747
7.16E+11,1.9779,2.5838,1.306335002
7.16E+11,1.7498,2.5838,1.4766259
7.17E+11,1.4702,2.6744,1.819072235
7.17E+11,1.5307,2.6744,1.747174495
7.18E+11,1.8411,2.012,1.092824942
7.18E+11,1.8,2.012,1.117777778
7.19E+11,1.7175,2.3263,1.354468705
7.19E+11,1.1967,2.3263,1.943929138
7.2E+11,1.1497,2.7837,2.421240324
7.2E+11,0.8894,2.7837,3.129862829
7.2E+11,0.9584,2.7837,2.904528381
7.21E+11,2.3893,2.7316,1.143263717
7.21E+11,1.146,2.7316,2.383595113
7.22E+11,1.2329,2.1848,1.772082083
7.22E+11,0.49,2.1848,4.45877551
7.22E+11,0.7545,2.1848,2.895692512
7.23E+11,1.0165,3.2911,3.237678308
7.23E+11,1.231,3.2911,2.673517465
7.23E+11,1.1467,3.2911,2.870061917
7.24E+11,0.7905,2.202,2.785578748
7.24E+11,1.7832,2.202,1.234858681
7.25E+11,1.7335,2.4186,1.395211999
7.25E+11,1.107,2.4186,2.184823848
7.25E+11,0.9074,2.4186,2.665417677
7.26E+11,0.5728,2.7342,4.773393855
7.26E+11,0.9834,2.7342,2.780353874
7.26E+11,1.1491,2.7342,2.379427378
7.27E+11,1.1516,3.0498,2.648315387
7.27E+11,0.9007,3.0498,3.386033085
7.27E+11,1.0274,3.0498,2.968464084
7.28E+11,2.3101,2.469,1.068784901
7.29E+11,1.1117,2.7022,2.430691733
7.29E+11,1.1691,2.7022,2.311350612
7.29E+11,0.4664,2.7022,5.79373928
7.29E+11,0.9045,2.7022,2.98750691
7.3E+11,1.0813,2.8223,2.610098955
7.3E+11,1.1616,2.8223,2.429665978
7.31E+11,1.1147,2.4921,2.23566879
7.31E+11,0.7909,2.4921,3.150967252
7.32E+11,2.353,2.6063,1.107649809
7.32E+11,1.1752,2.6063,2.21775017
7.33E+11,1.2012,2.542,2.116217116
7.33E+11,0.588,2.542,4.323129252
7.33E+11,0.7304,2.542,3.480284775
7.33E+11,1.0309,2.542,2.465806577
7.34E+11,1.2339,2.9536,2.393710998
7.34E+11,1.1474,2.9536,2.574167683
7.34E+11,0.8105,2.9536,3.644170265
7.35E+11,1.8147,2.3495,1.294704359
7.36E+11,1.7057,2.299,1.347833734
7.36E+11,1.109,2.299,2.073038774
7.36E+11,0.9003,2.299,2.553593247
7.36E+11,0.5796,2.299,3.96652864
7.37E+11,0.9849,2.7953,2.838156158
7.37E+11,1.0763,2.7953,2.597138344
7.37E+11,2.4272,2.7953,1.151656229
7.37E+11,1.622,2.7953,1.723366215
7.38E+11,3.222,3.2916,1.02160149
7.39E+11,3.1818,2.1892,0.688038217
7.4E+11,3.3278,3.9759,1.19475329
7.41E+11,2.7562,4.3523,1.579094405
7.42E+11,2.2653,4.7287,2.087449786
7.42E+11,2.334,4.7287,2.026006855
7.43E+11,2.2908,3.2785,1.43115942
7.43E+11,2.043,3.2785,1.60474792
7.44E+11,1.8237,2.854,1.564950376
7.44E+11,1.6773,2.854,1.701544148
7.45E+11,1.6421,2.7925,1.700566348
7.45E+11,1.3714,2.7925,2.036240338
7.46E+11,1.3715,2.2996,1.676704338
7.46E+11,1.3433,2.2996,1.711903521
7.47E+11,1.47,2.2017,1.497755102
7.47E+11,1.3508,2.2017,1.629923009
7.48E+11,1.2728,2.3783,1.868557511
7.48E+11,1.0993,2.3783,2.163467661
7.48E+11,1.2185,2.3783,1.951826016
7.49E+11,1.4069,2.148,1.526760964
7.49E+11,1.4308,2.148,1.501258037
7.5E+11,1.4781,2.4733,1.6732968
