Time_03,IPC_03,Time_19,IPC_19
119.2151502,2.064,99.93075996,2.491323593
119.3152863,2.0703,100.0309347,2.586396001
119.4155887,2.0895,100.1310953,2.51122382
124.4401428,2.9876,100.2312561,2.557768742
124.5402908,2.8984,100.3314143,2.544557867
124.6404247,1.9901,100.4315723,2.487371893
124.7405855,2.0299,100.5317341,2.527103509
124.8407321,4.3314,100.6318928,2.468430689
124.9408652,4.5464,100.7320464,2.25568008
125.040991,4.3456,100.8321836,1.73306892
125.1411197,2.3353,100.9323397,0.992242056
125.2412541,2.5723,101.0324719,0.998573719
125.3413826,2.5863,101.1326025,1.059633466
125.4415114,2.886,101.2327338,1.519074695
125.5416609,2.3481,101.3328526,2.017464888
125.64181,2.0709,101.4329936,0.967418094
125.74195,3.5871,101.5331244,0.964434006
125.8420862,4.5484,101.6332546,0.971189
125.9422247,4.5433,101.7333853,0.969321321
126.0423486,2.3346,101.83353,0.973053935
126.1424783,2.5699,101.9336599,0.983097726
126.2426006,2.5855,102.0337878,0.99125192
126.3427242,2.8941,102.1339164,1.462635261
126.4428702,2.3202,102.2340483,1.990630703
126.5430149,2.0744,102.3341777,1.992777559
126.6431536,3.6187,102.4343059,2.013952708
126.7432879,4.5391,102.5344346,2.112996846
126.8434129,4.5393,102.634577,2.174911345
126.9435389,2.3013,102.7347105,1.534493222
127.0436646,2.5802,102.8348652,0.97408638
127.1437858,2.5743,102.9349982,0.978444305
127.243907,2.9041,103.0351286,0.977524588
127.344055,2.305,103.1352584,0.984446988
127.4442138,2.0894,103.2353874,1.009742031
127.5443652,3.6757,103.3355152,1.24228948
127.6445033,4.5446,103.4356464,2.012355523
127.7446273,4.5397,103.5357953,2.480515374
127.8447537,2.2642,103.6359565,2.538654004
127.9448801,2.5773,103.7361182,2.488476987
128.0450029,2.5802,103.83619,2.508939816
128.1451264,2.914,103.936347,2.488185829
128.2452734,2.2856,104.036507,2.553447046
128.3454253,2.0967,104.1366677,2.533107959
128.445582,3.5506,104.2368265,2.555666749
128.5457213,4.529,104.3369883,2.545498684
128.6458468,4.535,104.4371606,2.289948901
128.7459714,2.361,104.5373086,2.300239551
128.8460981,2.5727,104.6374458,1.245942872
128.9462201,2.5838,104.7375889,0.991681729
129.0465118,2.5436,104.8377219,1.006985601
133.9839065,1.5352,104.9378522,1.036607578
134.0840422,2.6744,105.0379829,1.972265489
134.1841871,2.012,105.1381163,1.562291712
134.2843265,2.3263,105.2382547,0.966992298
134.3844693,2.7837,105.3384007,0.963700002
134.4846122,2.7316,105.438531,0.965065311
134.5847818,2.1848,105.5386606,0.97717036
134.6849371,3.2911,105.63879,0.973094482
134.7850813,2.202,105.738919,0.983445717
134.8852223,2.4186,105.8390472,0.98083299
134.9853644,3.0498,105.9391755,1.866123175
135.0855097,2.2357,106.0393075,2.028399409
135.1856547,2.7022,106.1394464,1.974365765
135.2858052,2.8223,106.2395159,2.013157874
135.3859488,2.4921,106.3396441,2.177912191
135.4861059,2.6063,106.4397813,2.116387437
135.5862501,2.542,106.5399291,1.126518457
135.686395,2.9536,106.6400783,0.978694923
135.7865422,2.3495,106.7402102,0.976870152
135.8866955,2.299,106.84034,0.977998792
135.9868467,3.2916,106.9404692,0.986754304
136.0871762,2.1892,107.0406165,1.031001603
141.1119582,2.9302,107.140746,1.615529614
141.2121243,3.9759,107.240881,2.160744521
141.3122833,4.7287,107.3410193,2.458924683
141.4124364,3.2785,107.4411789,2.572320617
141.5125823,2.854,107.541339,2.522183474
141.6127202,2.7925,107.6414984,2.552746804
141.7128592,2.2996,107.7416555,2.543849715
141.8130223,2.2017,107.8418185,2.483899396
141.9131663,2.3783,107.9419936,2.520493681
142.0132924,2.148,108.0421514,2.497703883
142.1134144,2.4733,108.1423127,2.541079359
142.2135324,2.4786,108.2424679,2.259847515
142.313649,2.4583,108.3426087,1.904745004
142.413765,2.1841,108.442751,0.994573386
142.5138798,2.3694,108.5428487,0.986047215
142.6139022,2.5056,108.6429823,1.055426514
142.7140311,2.5275,108.7431138,1.388971088
142.8141465,2.2087,108.8432627,2.174952756
142.9142608,2.2866,108.9433997,0.967957469
143.0143753,2.4958,109.0435295,0.964639205
143.1144896,2.6022,109.1436597,0.969453458
143.2146035,2.2177,109.2437884,0.969493682
143.3147185,2.2231,109.3439164,0.969801923
143.4148334,2.4772,109.4440439,0.981267847
143.5149595,2.6733,109.5441714,0.989671951
143.6150742,2.204,109.6443144,1.342015555
143.7151908,2.1816,109.7444467,1.988466565
143.8153069,2.4884,109.8445755,1.999052368
143.9154241,2.4946,109.9447046,2.017445322
144.0157324,1.0145,110.0448319,2.057442312
149.0405789,2.4305,110.1449607,2.196293047
149.1407379,2.4327,110.2450931,1.692977791
149.2408908,2.8959,110.345248,0.974542883
149.3410737,3.2399,110.4453806,0.977385472
149.4412348,2.9592,110.5455271,0.978314702
149.5413934,3.1172,110.6456572,0.983525499
149.6415505,2.8458,110.7457861,1.00490444
149.741711,3.067,110.8459139,1.11939287
149.841888,3.1396,110.9460459,2.006413069
149.942047,3.0671,111.0461909,2.427455474
150.0422052,3.2036,111.1463493,2.551967036
150.1423697,2.9738,111.2465094,2.453355604
150.2425314,3.1277,111.3466699,2.562781111
150.3426928,2.8555,111.4468447,2.458649951
150.4428508,3.0964,111.5470009,2.574335643
150.5430143,3.0628,111.647161,2.529692908
150.6431735,3.1792,111.7473205,2.556238022
150.7433455,3.1239,111.847481,2.539817379
150.8435039,3.0552,111.9478298,2.362374195
150.9436603,3.105,116.977127,1.751781726
151.0438196,2.8679,117.0773066,2.414935847
151.1439137,3.0589,117.1774809,1.335368761
151.2440674,3.1226,117.2776445,1.216180793
151.3442218,3.1982,117.377806,1.246407662
151.4443769,3.0396,117.4779685,1.227810776
151.5445363,3.1001,117.5781312,1.170346249
151.6447058,2.9765,117.6782899,1.105434016
151.7448613,2.9967,117.7784656,1.071195816
151.8450134,2.9899,117.8786294,2.507750406
151.9451715,3.2039,117.9788022,1.517203554
152.0453244,3.1273,118.0789643,1.183447622
152.1454862,3.0848,118.1791242,1.25632758
152.2456454,3.0474,118.2792869,1.209509683
152.3458037,3.0065,118.3794487,1.160215007
152.4459605,3.0221,118.4795178,1.104762957
152.5461295,3.0773,118.5796767,1.460915102
152.6463106,3.1331,118.6798584,2.257970932
152.7466453,0.3539,118.7800263,1.257958093
157.67096,2.8246,118.8801947,1.262986532
157.7711226,1.609,118.9803558,1.283468441
157.8712767,1.5542,119.0805128,1.197695409
157.9714497,1.9383,119.1806686,1.133542141
158.0716042,1.8619,119.2808258,1.084612184
158.1292703,2.4338,119.3809816,1.971525263
,,119.4811523,1.769916517
,,119.5813312,1.417132689
,,119.6814972,1.185598631
,,119.7816583,1.21425781
,,119.8818134,1.197417952
,,119.9819692,1.114041889
,,120.0821239,1.06560917
,,120.1822813,2.293754882
,,120.2824546,1.612230357
,,120.3826385,1.25197046
,,120.4827934,1.235896098
,,120.5828523,1.226722035
,,120.6830099,1.160272117
,,120.783175,1.105674004
,,120.8833366,1.320308604
,,120.9837881,3.185057722
,,126.0126481,1.687339984
,,126.1128316,1.263664119
,,126.2130052,1.976023101
,,126.313173,1.479791915
,,126.4133394,1.930644429
,,126.5134993,1.401916563
,,126.6136673,2.070376004
,,126.7138446,1.271966928
,,126.8139937,2.066424434
,,126.9141577,1.46579203
,,127.0143137,1.878348177
,,127.1144815,1.554594672
,,127.214646,1.784289626
,,127.3148073,1.635595661
,,127.4149869,1.705327865
,,127.5151468,1.724745123
,,127.6153248,1.606652862
,,127.7154875,1.79761342
,,127.8156498,1.539810547
,,127.9158129,1.890089609
,,128.0159743,1.442937608
,,128.1161415,2.072068302
,,128.2163048,1.260867493
,,128.3164623,2.060160908
,,128.416622,1.446388323
,,128.5167924,1.886373242
,,128.6169565,1.553657281
,,128.717119,1.775839063
,,128.8172807,1.635338863
,,128.9174451,1.696195324
,,129.0176073,1.731999594
,,129.117768,1.601178502
,,129.2179313,1.818807284
,,129.3180926,1.515602037
,,129.4182722,1.91785497
,,129.5184372,1.415203444
,,129.6186023,2.058145228
,,129.7187696,1.273892382
,,129.818919,2.059394141
,,129.9190888,1.486419638
,,130.0192523,1.848767067
,,130.1194123,1.579398192
,,130.2195181,1.749411658
,,130.3196796,1.664192336
,,130.4198412,1.668128827
,,130.519998,1.75011789
,,130.6201584,1.583075104
,,130.7203156,1.84095971
,,130.820471,1.49247063
,,130.9206268,1.965028312
,,131.0207813,1.361875035
,,131.1209541,2.056042133
,,131.2211111,1.274839562
,,131.321255,2.06024067
,,131.4214133,1.507316023
,,131.5215734,1.825572785
,,131.621739,1.59615784
,,131.7219039,1.728355668
,,131.8220691,1.678650643
,,131.9222397,1.655798614
,,132.0224229,1.760857266
,,132.1225841,1.57316263
,,132.2227419,1.851553283
,,132.3228509,1.47644416
,,132.4230083,1.978650333
,,132.5231652,1.350803936
,,132.6233245,2.057292011
,,132.7234829,1.303153223
,,132.8236245,2.02493087
,,132.9238071,1.516414696
,,133.023979,1.816461699
,,133.1241387,1.603367458
,,133.2242982,1.725884401
,,133.3244587,1.681467291
,,133.4246181,1.6483746
,,133.5247755,1.778236403
,,133.6249354,1.551988469
,,133.725114,1.860386727
,,133.8252766,1.471271401
,,133.9254409,1.987526818
,,134.0256015,1.34309506
,,134.1257587,2.054445932
,,134.2259186,1.325824798
,,134.3260675,1.996725973
,,134.4261866,1.520217082
,,134.5263443,1.814254942
,,134.6265249,1.607196899
,,134.726682,1.714481637
,,134.8268408,1.682776739
,,134.9269993,1.647747266
,,135.0271573,1.780449471
,,135.1273156,1.554009201
,,135.2274738,1.868324325
,,135.3276305,1.463176624
,,135.4277889,2.01398641
,,135.5282265,2.332137781
,,140.4564208,1.679520764
,,140.5565824,1.703901798
,,140.65673,1.814272807
,,140.756896,2.503069446
,,140.8570651,2.285587224
,,140.9572475,2.875341263
,,141.0574105,2.125553872
,,141.1575728,0.931754663
,,141.2577389,1.87342097
,,141.3579079,2.494542734
,,141.4580726,1.627205182
,,141.5582408,0.612679701
,,141.658401,0.795745704
,,141.7585635,2.139966762
,,141.8587407,2.884241132
,,141.9589065,2.47092277
,,142.0590736,1.020411114
,,142.1592401,1.43690722
,,142.2594103,2.569366075
,,142.3595225,1.875556439
,,142.4596901,0.613468343
,,142.5598551,0.803035289
,,142.6600137,2.138081341
,,142.7601926,2.884333658
,,142.8603547,2.455850176
,,142.9605175,1.017922514
,,143.0606886,1.45205494
,,143.1608564,2.562548593
,,143.2610203,1.865225979
,,143.3611823,0.614554364
,,143.4613424,0.816357563
,,143.5615012,2.135489182
,,143.6616798,2.89311752
,,143.7618486,2.442655061
,,143.8620149,1.01530864
,,143.9621824,1.466675173
,,144.0623473,2.566595034
,,144.1625088,1.842777924
,,144.2626723,0.61456178
,,144.362834,0.844679221
,,144.463017,2.139656977
,,144.5631803,2.898671696
,,144.6633512,2.416623635
,,144.7635161,1.010563456
,,144.8636839,1.503273918
,,144.963849,2.548808156
,,145.0640134,1.818249015
,,145.1641772,0.614623881
,,145.2645517,0.614286622
,,150.2939207,2.284975243
,,150.3940826,2.962730757
,,150.4942198,2.696711558
,,150.5943841,2.216609605
,,150.6945315,2.095637981
,,150.7946637,2.111940864
,,150.8948113,2.045150328
,,150.994976,1.959311609
,,151.0951127,1.973393553
,,151.1952439,1.98123959
,,151.2953737,1.98939011
,,151.3955045,1.980747585
,,151.495635,1.979666
,,151.5957651,1.983188939
,,151.6959227,1.712331105
,,151.7960991,1.43384998
,,151.8961831,1.614293758
,,151.9963398,1.598257882
,,152.0964972,1.680006366
,,152.1966599,1.641747935
,,152.2968221,1.663168966
,,152.3969865,1.712214732
,,152.4971459,1.609872954
,,152.5973247,1.661215734
,,152.6974937,1.744172116
,,152.7976532,1.572304185
,,152.8978128,1.677468218
,,152.9979677,1.720435945
,,153.0981217,1.587601977
,,153.1982818,1.690495868
,,153.2984419,1.635951565
,,153.3986002,1.667235015
,,153.4987764,1.709910923
,,153.5989353,1.611363307
,,153.699091,2.086078579
,,153.7992483,2.146316681
,,153.8993844,2.115576403
,,153.9995168,2.158870205
,,154.0996752,1.895663098
,,154.1998314,1.970962119
,,154.299967,1.981155854
,,154.4001139,1.973580575
,,154.5002451,1.977830764
,,154.6003768,1.983349236
,,154.7005088,1.989609156
,,154.8006497,2.220242929
,,154.9008221,1.114668196
,,155.0009821,1.525867049
,,155.1011602,1.6303479
,,155.2013386,1.738392493
,,155.3015038,1.564370044
,,155.4016623,1.677430279
,,155.5018173,1.689930868
,,155.6019751,1.61398538
,,155.7021378,1.690457816
,,155.8023139,1.631105598
,,155.9024713,1.669075073
,,156.0026307,1.709026835
,,156.1028068,1.607178279
,,156.2029668,1.671818322
,,156.3031251,1.74974877
,,156.403283,1.572883073
,,156.5034425,1.677234996
,,156.6036,1.719489686
,,156.7037731,1.588492508
,,156.8039271,1.917338268
,,156.9040832,2.184477888
,,157.0042341,2.10596453
,,157.1043629,2.107616456
,,157.2044946,1.993558799
,,157.3046565,1.964715061
,,157.4047942,1.990307323
,,157.5049252,1.970133466
,,157.6050553,1.977970334
,,157.7051868,1.980006094
,,157.8053171,2.000438687
,,157.9054789,2.00705096
,,158.0056358,1.446697278
,,158.1058032,1.567925902
,,158.2059686,1.630974253
,,158.3061312,1.606258843
,,158.406293,1.655729002
,,158.5064582,1.739845041
,,158.6066175,1.567408097
,,158.7067918,1.679942457
,,158.8069475,1.704604517
,,158.9071046,1.600283133
,,159.0072616,1.693865687
,,159.1074213,1.639253021
,,159.2075781,1.6676394
,,159.3077347,1.71213794
,,159.4078915,1.617979911
,,159.508049,1.666914969
,,159.6082248,1.73887717
,,159.7083837,1.583100825
,,159.8085393,1.677090405
,,159.9087028,1.647791031
,,160.0088637,2.260978414
,,160.1089976,2.113396559
,,160.2091291,2.111585027
,,160.309262,2.069025612
,,160.4094259,1.939459433
,,160.5095162,1.972884345
,,160.6096484,1.984565809
,,160.7097797,1.987321418
,,160.8099081,1.977266277
,,160.9100369,1.975973493
,,161.0101668,1.995461424
,,161.1103035,1.949948472
,,161.2104768,1.293488476
,,161.3106409,1.549221562
,,161.4108178,1.644823175
,,161.5109797,1.696801131
,,161.6111422,1.611469208
,,161.7112994,1.659684985
,,161.811458,1.738503927
,,161.9116186,1.574915487
,,162.011777,1.674260924
,,162.111935,1.717502502
,,162.2121081,1.594527868
,,162.312267,1.68504012
,,162.4124295,1.640552457
,,162.512586,1.670192478
,,162.6127413,1.708310839
,,162.7128492,1.618705271
,,162.8130044,1.664081745
,,162.9131623,1.73458879
,,163.0133199,1.582569431
,,163.1134899,2.010543501
,,163.2136472,2.164196916
,,163.3137829,2.102060393
,,163.4139111,2.111034354
,,163.514044,1.985711434
,,163.6142094,1.974147472
,,163.7143477,1.98681867
,,163.8144793,1.984468491
,,163.9146089,1.999830024
,,164.0147523,1.976771647
,,164.1148825,1.979155956
,,164.2150203,2.289642394
,,164.3151891,1.17967931
,,164.4153619,1.481456885
,,164.515527,1.617917655
,,164.6156868,1.635042448
,,164.7158456,1.654919355
,,164.8160048,1.699239941
,,164.9161852,1.606885062
,,165.0163478,1.662905626
,,165.1165066,1.7329302
,,165.2166643,1.590653869
,,165.3168221,1.675002756
,,165.416977,1.740499411
,,165.5171361,1.571835648
,,165.6172936,1.688584952
,,165.7174684,1.656871465
,,165.8176266,1.652773432
,,165.9177866,1.701367361
,,166.0179426,1.624132019
,,166.1180968,1.669843341
,,166.2184477,1.647270714
,,171.2467236,1.679429359
,,171.3468879,1.63060694
,,171.447028,1.64424845
,,171.5471692,1.659762072
,,171.6473401,1.579175298
,,171.7475154,1.758362492
,,171.8476853,1.800700935
,,171.9478477,3.629729159
,,172.0480081,3.689634671
,,172.1481884,3.692078063
,,172.2483502,3.692861901
,,172.3485143,2.539729672
,,172.4486809,1.544602438
,,172.5488361,1.410005561
,,172.6490076,1.410762055
,,172.7491627,1.405278119
,,172.8493166,1.408111718
,,172.949488,1.409191299
,,173.0496556,1.460495205
,,173.1498087,1.646534299
,,173.2499383,1.657976699
,,173.3500792,1.630230766
,,173.4502698,1.625667916
,,173.5504504,2.009720149
,,173.65061,2.612871155
,,173.7507708,3.694620395
,,173.8509432,3.693000581
,,173.9511009,3.696234289
,,174.0512646,3.201258589
,,174.1514305,1.643148045
,,174.2515862,1.403113458
,,174.3517367,1.398878325
,,174.4518923,1.398810604
,,174.552042,1.402805847
,,174.6521968,1.401338294
,,174.7523663,1.40173889
,,174.852534,1.637953014
,,174.9526686,1.661738582
,,175.0528194,1.666372736
,,175.1530055,1.558586346
,,175.2531785,1.872643466
,,175.3533415,1.89159104
,,175.4535027,3.695003612
,,175.5536576,3.689550323
,,175.6538323,3.689777832
,,175.7540028,3.691265491
,,175.8541593,2.074323135
,,175.9543222,1.41067526
,,176.0544759,1.407163513
,,176.1546293,1.404624382
,,176.2547809,1.403857584
,,176.3549344,1.402633106
,,176.455107,1.403471312
,,176.5552557,1.541838999
,,176.6554119,1.653257385
,,176.7555412,1.677497195
,,176.8556761,1.594030561
,,176.9558452,1.774244258
,,177.0560141,1.623032709
,,177.1561805,3.623737494
,,177.2563369,3.68932946
,,177.3565125,3.688571505
,,177.4566731,3.695795263
,,177.5568343,2.559473526
,,177.656999,1.491532581
,,177.7571543,1.401018848
,,177.8573074,1.40081665
,,177.9574589,1.402394744
,,178.057612,1.404122469
,,178.1577638,1.402798506
,,178.2579348,1.483496628
,,178.3580886,1.647112332
,,178.4582175,1.66193148
,,178.5583522,1.621244955
,,178.6585188,1.617188459
,,178.758687,2.009912798
,,178.8588477,2.788601199
,,178.9590099,3.690717447
,,179.0591645,3.690023628
,,179.1593355,3.689001342
,,179.2594983,2.936904902
,,179.3596677,1.722133679
,,179.4598244,1.405517109
,,179.5599795,1.405958082
,,179.660134,1.401694293
,,179.7602872,1.402334575
,,179.8604392,1.406195673
,,179.960626,1.399325785
,,180.0610211,0.253796934
,,184.9896378,1.43359812
,,185.0898022,1.652358345
,,185.1899467,1.977923473
,,185.2901189,1.749829292
,,185.3903001,1.470173698
,,185.4904794,1.530658997
,,185.5906602,1.841095225
,,185.6908127,1.799966713
,,185.7909587,1.717463764
,,185.8911109,1.19673487
,,185.9912847,1.14970253
,,186.0914529,0.889427451
,,186.1916221,0.958400088
,,186.2918038,2.389328211
,,186.3919681,1.145952845
,,186.4921303,1.232900633
,,186.592292,0.489963741
,,186.6924605,0.754461514
,,186.7926349,1.016459477
,,186.8928035,1.23102953
,,186.9929828,1.146679024
,,187.0931578,0.790496376
,,187.1933364,1.783185458
,,187.2935001,1.733503508
,,187.3936621,1.106981731
,,187.4938254,0.907373859
,,187.5939948,0.572766765
,,187.6941575,0.983376973
,,187.7943198,1.149102661
,,187.8945014,1.151585655
,,187.9946844,0.900719093
,,188.0948705,1.027409507
,,188.1950315,2.310125616
,,188.2951884,1.111727114
,,188.3953503,1.169067106
,,188.4955168,0.466352807
,,188.5956784,0.904507537
,,188.6958492,1.081257729
,,188.796017,1.161606839
,,188.8961789,1.114687532
,,188.9963545,0.790918903
,,189.09652,2.353035934
,,189.1966849,1.175183412
,,189.2968454,1.201215817
,,189.3970116,0.588033931
,,189.4971769,0.730395325
,,189.5973442,1.030894588
,,189.6975189,1.233945714
,,189.7976932,1.147441575
,,189.8978936,0.810514704
,,189.9980627,1.814690819
,,190.0982274,1.705658876
,,190.1983921,1.109022138
,,190.2985548,0.900297833
,,190.3987216,0.579591744
,,190.498886,0.984854896
,,190.5992881,1.076345525
,,195.5395211,2.427205514
,,195.639701,1.622007193
,,195.7398763,3.222038219
,,195.8400628,3.181765797
,,195.9402317,3.327802212
,,196.0403975,2.756235295
,,196.1405681,2.265262539
,,196.2407516,2.333989574
,,196.3409165,2.290772538
,,196.4410863,2.042974509
,,196.5412732,1.82373733
,,196.6414382,1.677311346
,,196.7415988,1.642103396
,,196.8417568,1.371433252
,,196.9418901,1.371498094
,,197.0420385,1.343298055
,,197.1421712,1.470006931
,,197.242302,1.350760164
,,197.3424356,1.272775074
,,197.4425632,1.099322316
,,197.5426869,1.218544244
,,197.6428157,1.406933108
,,197.7429436,1.430822361
,,197.8430689,1.478078858
,,197.9432114,1.212123861
,,198.0433413,1.485460515
,,198.1434718,1.422065777
,,198.2436016,1.297511431
,,198.3437319,1.226511442
,,198.4438573,1.075624998
,,198.5439783,1.332964896
,,198.6441051,1.4512944
,,198.7442301,1.368527133
,,198.8443704,1.51442626
,,198.9445175,1.169667738
,,199.044647,1.570594907
,,199.1447771,1.405427675
,,199.2449072,1.225067458
,,199.3450341,1.237617884
,,199.4451603,1.132610724
,,199.545287,1.322988371
,,199.6454127,1.51255683
,,199.7455522,1.380104007
,,199.845681,1.419118531
,,199.9458112,1.291758881
,,200.0459427,1.490510124
,,200.1460709,1.342586933
,,200.2461726,1.290529143
,,200.3463019,1.106958426
,,200.446427,1.204406045
,,200.5465797,1.404966285
,,200.6467156,1.43790632
,,200.7468483,1.486455639
,,200.8469768,1.216422522
,,200.947106,1.455807881
,,201.0472357,1.449052333
,,201.1473657,1.307066683
,,201.2474961,1.217443438
,,201.3476233,1.073137899
,,201.447761,1.324714308
,,201.5478881,1.467058764
,,201.6480191,1.678743136
,,201.7483878,1.11849744
,,206.7776886,1.397176134
,,206.877853,1.400265359
,,206.9780319,1.402656165
,,207.0781927,1.403259892
,,207.178358,1.704314422
,,207.2785325,2.012418305
,,207.378707,1.770262651
,,207.4788813,2.049253066
,,207.5790518,1.754144099
,,207.6792268,1.860741552
,,207.7794211,1.802772297
,,207.8795132,1.743197922
,,207.9796893,1.791204894
,,208.0798687,1.562970541
,,208.1800465,1.856582932
,,208.2802194,1.876517942
,,208.3803961,1.809526911
,,208.4805664,1.754700039
,,208.5807379,1.883484801
,,208.6809322,1.760035712
,,208.7811095,1.816679419
,,208.8812743,1.941785924
,,208.9814449,1.833931509
,,209.0816146,2.02183534
,,209.1817868,1.817765719
,,209.2819585,1.778056701
,,209.3821315,1.755880029
,,209.4823174,1.819981716
,,209.5825271,1.67422888
,,209.6827053,1.678173137
,,209.7828452,1.956660112
,,209.8830154,1.757153911
,,209.983187,1.785155319
,,210.0833575,1.808549316
,,210.1835517,1.802641384
,,210.2837263,1.807729192
,,210.383911,1.990084342
,,210.4840966,1.763125739
,,210.584279,2.032706716
,,210.684464,1.808962943
,,210.7846396,1.802473139
,,210.8848172,1.858899375
,,210.9849903,1.707954643
,,211.0851733,1.859931221
,,211.1853447,1.537182418
,,211.2855374,1.800877995
,,211.3857076,1.940282531
,,211.4858801,1.755091974
,,211.5860484,1.797971221
,,211.6861836,1.851582913
,,211.7863538,1.783086137
,,211.8865271,1.858469168
,,211.9866947,1.889447052
,,212.0868672,1.913579692
,,212.1870543,1.865989356
,,212.2872255,1.858236565
,,212.3873934,1.771791225
,,212.4875646,1.757076452
,,212.5877503,1.792421617
,,212.6879234,1.62851721
,,212.7880907,1.75593318
,,212.8882823,1.942847812
,,212.9884658,1.827360501
,,213.0886539,1.780764844
,,213.1888195,1.773764622
,,213.289004,1.777133172
,,213.3891851,1.861907161
,,213.4893697,1.906433757
,,213.5895149,1.840746012
,,213.6896866,1.979504498
,,213.7898593,1.865173273
,,213.8900299,1.80631916
,,213.9902154,1.827260494
,,214.0903893,1.731098621
,,214.1905641,1.810777682
,,214.2907326,1.589328696
,,214.3909035,1.810896346
,,214.4910742,1.857873748
,,214.5912436,1.798152638
,,214.6914144,1.830858655
,,214.7915993,1.697996544
,,214.8919855,2.135754437
,,219.8361897,1.501358203
,,219.9363681,1.264019625
,,220.036541,1.397773778
,,220.1367074,1.282322807
,,220.236881,1.633994133
,,220.3370692,1.491009777
,,220.4372387,1.504678311
,,220.5187878,1.58904659
