Cumulative Instructions,IPC_19
5.14E+11,1.860386727
5.14E+11,1.471271401
5.15E+11,1.987526818
5.16E+11,1.34309506
5.16E+11,2.054445932
5.17E+11,1.325824798
5.17E+11,1.996725973
5.18E+11,1.520217082
5.19E+11,1.814254942
5.19E+11,1.607196899
5.20E+11,1.714481637
5.20E+11,1.682776739
5.21E+11,1.647747266
5.22E+11,1.780449471
5.22E+11,1.554009201
5.23E+11,1.868324325
5.23E+11,1.463176624
5.24E+11,2.01398641
5.24E+11,2.332137781
5.24E+11,1.679520764
5.25E+11,1.703901798
5.25E+11,1.814272807
5.26E+11,2.503069446
5.26E+11,2.285587224
5.27E+11,2.875341263
5.28E+11,2.125553872
5.28E+11,0.931754663
5.29E+11,1.87342097
5.30E+11,2.494542734
5.31E+11,1.627205182
5.31E+11,0.612679701
5.31E+11,0.795745704
5.32E+11,2.139966762
5.33E+11,2.884241132
5.34E+11,2.47092277
5.34E+11,1.020411114
5.34E+11,1.43690722
5.35E+11,2.569366075
5.36E+11,1.875556439
5.36E+11,0.613468343
5.36E+11,0.803035289
5.37E+11,2.138081341
5.38E+11,2.884333658
5.39E+11,2.455850176
5.39E+11,1.017922514
5.40E+11,1.45205494
5.41E+11,2.562548593
5.41E+11,1.865225979
5.42E+11,0.614554364
5.42E+11,0.816357563
5.43E+11,2.135489182
5.44E+11,2.89311752
5.45E+11,2.442655061
5.45E+11,1.01530864
5.45E+11,1.466675173
5.46E+11,2.566595034
5.47E+11,1.842777924
5.47E+11,0.61456178
5.48E+11,0.844679221
5.48E+11,2.139656977
5.49E+11,2.898671696
5.50E+11,2.416623635
5.50E+11,1.010563456
5.51E+11,1.503273918
5.52E+11,2.548808156
5.53E+11,1.818249015
5.53E+11,0.614623881
5.53E+11,0.614286622
5.53E+11,2.284975243
5.54E+11,2.962730757
5.55E+11,2.696711558
5.56E+11,2.216609605
5.57E+11,2.095637981
5.57E+11,2.111940864
5.58E+11,2.045150328
5.59E+11,1.959311609
5.59E+11,1.973393553
5.60E+11,1.98123959
5.61E+11,1.98939011
5.61E+11,1.980747585
5.62E+11,1.979666
5.63E+11,1.983188939
5.63E+11,1.712331105
5.64E+11,1.43384998
5.64E+11,1.614293758
5.65E+11,1.598257882
5.66E+11,1.680006366
5.66E+11,1.641747935
5.67E+11,1.663168966
5.67E+11,1.712214732
5.68E+11,1.609872954
5.68E+11,1.661215734
5.69E+11,1.744172116
5.70E+11,1.572304185
5.70E+11,1.677468218
5.71E+11,1.720435945
5.71E+11,1.587601977
5.72E+11,1.690495868
5.72E+11,1.635951565
5.73E+11,1.667235015
5.74E+11,1.709910923
5.74E+11,1.611363307
5.75E+11,2.086078579
5.76E+11,2.146316681
5.76E+11,2.115576403
5.77E+11,2.158870205
5.78E+11,1.895663098
5.78E+11,1.970962119
5.79E+11,1.981155854
5.80E+11,1.973580575
5.81E+11,1.977830764
5.81E+11,1.983349236
5.82E+11,1.989609156
5.83E+11,2.220242929
5.83E+11,1.114668196
5.84E+11,1.525867049
5.84E+11,1.6303479
5.85E+11,1.738392493
5.85E+11,1.564370044
5.86E+11,1.677430279
5.87E+11,1.689930868
5.87E+11,1.61398538
5.88E+11,1.690457816
5.88E+11,1.631105598
5.89E+11,1.669075073
5.89E+11,1.709026835
5.90E+11,1.607178279
5.91E+11,1.671818322
5.91E+11,1.74974877
5.92E+11,1.572883073
5.92E+11,1.677234996
5.93E+11,1.719489686
5.93E+11,1.588492508
5.94E+11,1.917338268
5.95E+11,2.184477888
5.96E+11,2.10596453
5.96E+11,2.107616456
5.97E+11,1.993558799
5.98E+11,1.964715061
5.98E+11,1.990307323
5.99E+11,1.970133466
6.00E+11,1.977970334
6.00E+11,1.980006094
6.01E+11,2.000438687
6.02E+11,2.00705096
6.02E+11,1.446697278
6.03E+11,1.567925902
6.03E+11,1.630974253
6.04E+11,1.606258843
6.05E+11,1.655729002
6.05E+11,1.739845041
6.06E+11,1.567408097
6.06E+11,1.679942457
6.07E+11,1.704604517
6.07E+11,1.600283133
6.08E+11,1.693865687
6.09E+11,1.639253021
6.09E+11,1.6676394
6.10E+11,1.71213794
6.10E+11,1.617979911
6.11E+11,1.666914969
6.12E+11,1.73887717
6.12E+11,1.583100825
6.13E+11,1.677090405
6.13E+11,1.647791031
6.14E+11,2.260978414
6.15E+11,2.113396559
6.16E+11,2.111585027
6.16E+11,2.069025612
6.17E+11,1.939459433
6.18E+11,1.972884345
6.18E+11,1.984565809
6.19E+11,1.987321418
6.20E+11,1.977266277
6.20E+11,1.975973493
6.21E+11,1.995461424
6.22E+11,1.949948472
6.22E+11,1.293488476
6.23E+11,1.549221562
6.23E+11,1.644823175
6.24E+11,1.696801131
6.24E+11,1.611469208
6.25E+11,1.659684985
6.26E+11,1.738503927
6.26E+11,1.574915487
6.27E+11,1.674260924
6.27E+11,1.717502502
6.28E+11,1.594527868
6.28E+11,1.68504012
6.29E+11,1.640552457
6.30E+11,1.670192478
6.30E+11,1.708310839
6.31E+11,1.618705271
6.31E+11,1.664081745
6.32E+11,1.73458879
6.32E+11,1.582569431
6.33E+11,2.010543501
6.34E+11,2.164196916
6.35E+11,2.102060393
6.35E+11,2.111034354
6.36E+11,1.985711434
6.37E+11,1.974147472
6.37E+11,1.98681867
6.38E+11,1.984468491
6.39E+11,1.999830024
6.40E+11,1.976771647
6.40E+11,1.979155956
6.41E+11,2.289642394
6.41E+11,1.17967931
6.42E+11,1.481456885
6.42E+11,1.617917655
6.43E+11,1.635042448
6.44E+11,1.654919355
6.44E+11,1.699239941
6.45E+11,1.606885062
6.45E+11,1.662905626
6.46E+11,1.7329302
6.46E+11,1.590653869
6.47E+11,1.675002756
6.48E+11,1.740499411
6.48E+11,1.571835648
6.49E+11,1.688584952
6.49E+11,1.656871465
6.50E+11,1.652773432
6.51E+11,1.701367361
6.51E+11,1.624132019
6.52E+11,1.669843341
6.52E+11,1.647270714
6.52E+11,1.679429359
6.53E+11,1.63060694
6.53E+11,1.64424845
6.54E+11,1.659762072
6.54E+11,1.579175298
6.55E+11,1.758362492
6.55E+11,1.800700935
6.57E+11,3.629729159
6.58E+11,3.689634671
6.59E+11,3.692078063
6.60E+11,3.692861901
6.61E+11,2.539729672
6.62E+11,1.544602438
6.62E+11,1.410005561
6.63E+11,1.410762055
6.63E+11,1.405278119
6.64E+11,1.408111718
6.64E+11,1.409191299
6.65E+11,1.460495205
6.65E+11,1.646534299
6.66E+11,1.657976699
6.66E+11,1.630230766
6.67E+11,1.625667916
6.68E+11,2.009720149
6.69E+11,2.612871155
6.70E+11,3.694620395
6.71E+11,3.693000581
6.72E+11,3.696234289
6.74E+11,3.201258589
6.74E+11,1.643148045
6.75E+11,1.403113458
6.75E+11,1.398878325
